settle_s,thd_db,T_ss
0.7883 -44.3609 792.2044
0.8503 -44.6611 810.4858
0.8058 -44.4758 797.6900
0.8141 -44.6265 800.2640
0.7977 -44.3448 796.0958
0.7962 -44.3740 793.7870
0.8377 -44.6786 806.1368
0.7777 -44.3520 789.6985
0.8246 -44.7341 802.9937
0.8038 -44.4018 797.0555
0.8163 -44.4428 801.2169
0.8091 -44.9514 798.0328
0.8218 -44.7975 801.3861
0.7877 -44.2316 792.6263
0.7841 -44.6932 790.7162
0.8687 -45.0081 814.5733
0.7813 -44.3516 790.7253
0.8327 -44.9566 805.1155
0.8332 -44.8938 805.3494
0.7981 -44.3335 796.6789
0.7937 -44.2681 794.3185
0.8007 -44.6134 796.3907
0.7881 -44.3589 793.0408
0.8007 -44.4433 795.8334
0.8218 -44.4163 803.8532
0.8417 -44.6908 808.2620
0.8068 -44.4837 799.6220
0.9564 -44.3318 790.2831
0.9239 -44.5767 790.1771
0.8702 -44.7871 815.4007
0.8282 -44.4244 803.5190
0.8483 -44.7423 809.9491
0.8132 -44.4792 799.4897
0.8212 -44.6869 801.5487
0.9369 -44.5326 793.0978
0.7822 -44.3651 791.3240
0.9414 -44.8515 791.5268
0.8096 -44.4532 798.9907
0.9434 -44.2832 788.0531
0.8038 -44.4568 797.8285
0.8302 -44.5791 803.5444
0.8077 -44.8685 799.6165
0.7817 -44.3006 789.6262
0.8558 -44.8335 810.8469
0.8297 -44.6076 805.0531
0.7977 -44.3618 793.6517
0.7967 -44.3997 795.5701
0.8046 -44.3890 796.0477
0.7947 -44.4203 794.5389
0.9354 -44.4469 796.9389
