 5.62341325e+01  3.15211399e-03  5.60551351e-02 
 5.95662144e+01  3.53537031e-03  5.93537822e-02 
 6.30957344e+01  3.96504029e-03  6.28436054e-02 
 6.68343918e+01  4.44669703e-03  6.65351329e-02 
 7.07945784e+01  4.98657052e-03  7.04393685e-02 
 7.49894209e+01  5.59162190e-03  7.45677924e-02 
 7.94328235e+01  6.26962532e-03  7.89323578e-02 
 8.41395142e+01  7.02925785e-03  8.35454810e-02 
 8.91250938e+01  7.88019819e-03  8.84200241e-02 
 9.44060876e+01  8.83323438e-03  9.35692703e-02 
 1.00000000e+02  9.90038118e-03  9.90068868e-02 
 1.05925373e+02  1.10950073e-02  1.04746876e-01 
 1.12201845e+02  1.24319726e-02  1.10803514e-01 
 1.18850223e+02  1.39277752e-02  1.17191264e-01 
 1.25892541e+02  1.56007083e-02  1.23924679e-01 
 1.33352143e+02  1.74710252e-02  1.31018275e-01 
 1.41253754e+02  1.95611125e-02  1.38486373e-01 
 1.49623566e+02  2.18956683e-02  1.46342912e-01 
 1.58489319e+02  2.45018828e-02  1.54601231e-01 
 1.67880402e+02  2.74096186e-02  1.63273793e-01 
 1.77827941e+02  3.06515843e-02  1.72371879e-01 
 1.88364909e+02  3.42634958e-02  1.81905219e-01 
 1.99526231e+02  3.82842167e-02  1.91881566e-01 
 2.11348904e+02  4.27558687e-02  2.02306214e-01 
 2.23872114e+02  4.77238979e-02  2.13181443e-01 
 2.37137371e+02  5.32370842e-02  2.24505895e-01 
 2.51188643e+02  5.93474753e-02  2.36273893e-01 
 2.66072506e+02  6.61102261e-02  2.48474675e-01 
 2.81838293e+02  7.35833215e-02  2.61091586e-01 
 2.98538262e+02  8.18271576e-02  2.74101211e-01 
 3.16227766e+02  9.09039573e-02  2.87472482e-01 
 3.34965439e+02  1.00876994e-01  3.01165779e-01 
 3.54813389e+02  1.11809601e-01  3.15132058e-01 
 3.75837404e+02  1.23763944e-01  3.29312056e-01 
 3.98107171e+02  1.36799553e-01  3.43635614e-01 
 4.21696503e+02  1.50971595e-01  3.58021190e-01 
 4.46683592e+02  1.66328917e-01  3.72375628e-01 
 4.73151259e+02  1.82911882e-01  3.86594264e-01 
 5.01187234e+02  2.00750042e-01  4.00561434e-01 
 5.30884444e+02  2.19859741e-01  4.14151464e-01 
 5.62341325e+02  2.40241735e-01  4.27230200e-01 
 5.95662144e+02  2.61878960e-01  4.39657105e-01 
 6.30957344e+02  2.84734598e-01  4.51287942e-01 
 6.68343918e+02  3.08750590e-01  4.61977990e-01 
 7.07945784e+02  3.33846761e-01  4.71585730e-01 
 7.49894209e+02  3.59920690e-01  4.79976861e-01 
 7.94328235e+02  3.86848446e-01  4.87028465e-01 
 8.41395142e+02  4.14486246e-01  4.92633127e-01 
 8.91250938e+02  4.42673041e-01  4.96702748e-01 
 9.44060876e+02  4.71233958e-01  4.99171829e-01 
