settle_s,thd_db,T_ss
0.4551 -45.9704 791.9722
0.4566 -46.1690 810.2354
0.5316 -46.0443 797.5110
0.4701 -46.0497 800.1307
0.4956 -46.1142 795.9220
0.4921 -45.7836 793.5370
0.4547 -49.5583 805.9556
0.4737 -45.8450 789.5423
0.4632 -46.1900 802.7968
0.4657 -46.1574 796.8235
0.4161 -46.0333 800.9572
0.4496 -46.0462 797.8503
0.5001 -45.7651 801.1407
0.5046 -45.9331 792.4777
0.4911 -45.9543 790.4795
0.5341 -46.3309 814.3520
0.4911 -45.5563 790.5737
0.4127 -46.2093 804.8730
0.4586 -46.1898 805.1938
0.4906 -46.0714 796.4777
0.4477 -46.0678 794.1678
0.4892 -46.0547 796.1651
0.5031 -45.9452 792.8006
0.4631 -46.0684 795.6534
0.4656 -45.3578 803.6883
0.4446 -46.2084 808.1159
0.5247 -46.1523 799.4290
0.3976 -45.9576 790.1451
0.4491 -45.9156 789.9286
0.4361 -46.3798 815.2204
0.5572 -46.2558 803.3033
0.4586 -46.2649 809.7426
0.4811 -46.0422 799.3300
0.5046 -46.1240 801.3133
0.4317 -46.0175 792.8552
0.4621 -45.8735 791.1558
0.4206 -45.9483 791.3377
0.4511 -45.8033 798.7348
0.4262 -45.9204 787.8491
0.5102 -46.1200 797.6383
0.4771 -46.1453 803.4026
0.4406 -46.0613 799.4659
0.5106 -45.5746 789.3764
0.4876 -46.3105 810.6113
0.4057 -46.2039 804.8460
0.5116 -46.1179 793.4453
0.4661 -45.8907 795.4155
0.5367 -45.7346 795.7936
0.4556 -45.9654 794.3517
0.4206 -46.0752 796.7134
