wall_min,v_ctl_OP,v_ctl_peak,t_settle_5K,t_settle_10K,T_peak,T_final,T_target,R_fil_peak,R_fil_final,R_fil_target
4.290177349249522,-2.6442890459970547,2.82276235,1.46486206,1.3374489,800.021185,799.739146,800,20.0006376,19.9921767,20
